21111,Oil and gas extraction (except oil sands),54769.509,1
21222,Gold and silver ore mining,3407.719,1
21239,Other non-metallic mineral mining and quarrying,4199.691,1
31161,Animal slaughtering and processing,4604.335,1
32111,Sawmills and wood preservation,9272.365,1
32121,"Veneer, plywood and engineered wood product manufacturing",5186.334,1
32211,Pulp mills,5223.359,1
32212,Paper mills,9834.41,1
32411,Petroleum refineries,12136.224,1
32521,Resin and synthetic rubber manufacturing,5640.937,1
32541,Pharmaceutical and medicine manufacturing,3580.054,1
32619,Other plastic product manufacturing,4720.652,1
33111,Iron and steel mills and ferro-alloy manufacturing,3688.773,1
33131,Alumina and aluminum production and processing,6802.878,1
33141,Non-ferrous metal (except aluminum) smelting and refining,6298.421,1
33361,"Engine, turbine and power transmission equipment manufacturing",3809.573,1
33411,Computer and peripheral equipment manufacturing,3382.923,1
33421,Telephone apparatus manufacturing,3440.391,1
33441,Semiconductor and other electronic component manufacturing,3573.417,1
33451,"Navigational, measuring, medical and control instruments manufacturing",3131.034,1
33611,Automobile and light-duty motor vehicle manufacturing,44607.104,1
33612,Heavy-duty truck manufacturing,4122.922,1
33631,Motor vehicle gasoline engine and engine parts manufacturing,4166.547,1
33639,Other motor vehicle parts manufacturing,3541.102,1
33641,Aerospace product and parts manufacturing,9058.211,1
