21111,Oil and gas extraction (except oil sands),93101.714,1
33611,Automobile and light-duty motor vehicle manufacturing,26258.783,1
32411,Petroleum refineries,16996.431,1
21222,Gold and silver ore mining,14954.377,1
32111,Sawmills and wood preservation,13834.305,1
33641,Aerospace product and parts manufacturing,12300.998,1
32541,Pharmaceutical and medicine manufacturing,10569.679,1
33131,Alumina and aluminum production and processing,9964.916,1
33141,Non-ferrous metal (except aluminum) smelting and refining,9755.503,1
31161,Animal slaughtering and processing,8740.72,1
21239,Other non-metallic mineral mining and quarrying,8162.571,1
32521,Resin and synthetic rubber manufacturing,8145.324,1
21221,Iron ore mining,8079.659,1
33111,Iron and steel mills and ferro-alloy manufacturing,7820.782,1
31122,Starch and vegetable fat and oil manufacturing,7010.947,1
11114,Wheat farming,6650.328,1
32121,"Veneer, plywood and engineered wood product manufacturing",6396.611,1
21211,Coal mining,6105.089,1
32211,Pulp mills,5851.362,1
33991,Jewellery and silverware manufacturing,5596.296,1
11112,Oilseed (except soybean) farming,5556.645,1
32619,Other plastic product manufacturing,5216.546,1
31171,Seafood product preparation and packaging,4911.063,1
33361,"Engine, turbine and power transmission equipment manufacturing",4879.997,1
33451,"Navigational, measuring, medical and control instruments manufacturing",4555.556,1
