21111,Oil and gas extraction (except oil sands),90204.149,1
33611,Automobile and light-duty motor vehicle manufacturing,44410.899,1
32411,Petroleum refineries,21728.699,1
21222,Gold and silver ore mining,15658.957,1
33641,Aerospace product and parts manufacturing,11781.636,1
33141,Non-ferrous metal (except aluminum) smelting and refining,9951.23,1
21239,Other non-metallic mineral mining and quarrying,8115.677,1
32111,Sawmills and wood preservation,7855.846,1
33131,Alumina and aluminum production and processing,7115.979,1
32521,Resin and synthetic rubber manufacturing,6867.691,1
32211,Pulp mills,6551.001,1
11114,Wheat farming,6493.559,1
32212,Paper mills,6042.335,1
32541,Pharmaceutical and medicine manufacturing,5878.866,1
31161,Animal slaughtering and processing,5485.706,1
21211,Coal mining,5364.527,1
33361,"Engine, turbine and power transmission equipment manufacturing",4892.891,1
11112,Oilseed (except soybean) farming,4761.574,1
33111,Iron and steel mills and ferro-alloy manufacturing,4700.813,1
31122,Starch and vegetable fat and oil manufacturing,4697.25,1
21221,Iron ore mining,4420.9,1
33451,"Navigational, measuring, medical and control instruments manufacturing",4317.128,1
32518,Other basic inorganic chemical manufacturing,4078.767,1
32619,Other plastic product manufacturing,3945.206,1
32519,Other basic organic chemical manufacturing,3667.262,1
