21111,Oil and gas extraction (except oil sands),65980.279,1
33611,Automobile and light-duty motor vehicle manufacturing,36387.268,1
32411,Petroleum refineries,17530.1,1
21222,Gold and silver ore mining,13413.05,1
33641,Aerospace product and parts manufacturing,10863.051,1
33141,Non-ferrous metal (except aluminum) smelting and refining,10328.452,1
21239,Other non-metallic mineral mining and quarrying,7961.476,1
33131,Alumina and aluminum production and processing,7545.869,1
32212,Paper mills,7040.442,1
32211,Pulp mills,6813.53,1
32541,Pharmaceutical and medicine manufacturing,5979.547,1
21211,Coal mining,5835.005,1
32111,Sawmills and wood preservation,5497.306,1
32521,Resin and synthetic rubber manufacturing,5379.578,1
33111,Iron and steel mills and ferro-alloy manufacturing,5160.454,1
31161,Animal slaughtering and processing,5009.372,1
11114,Wheat farming,4537.193,1
33361,"Engine, turbine and power transmission equipment manufacturing",4519.924,1
11112,Oilseed (except soybean) farming,3769.122,1
33451,"Navigational, measuring, medical and control instruments manufacturing",3731.923,1
32518,Other basic inorganic chemical manufacturing,3555.039,1
32619,Other plastic product manufacturing,3464.927,1
33631,Motor vehicle gasoline engine and engine parts manufacturing,3385.548,1
31122,Starch and vegetable fat and oil manufacturing,3135.127,1
21221,Iron ore mining,3098.031,1
