33611,Automobile and light-duty motor vehicle manufacturing,47451.539,1
21111,Oil and gas extraction (except oil sands),46168.757,1
21222,Gold and silver ore mining,12407.122,1
33641,Aerospace product and parts manufacturing,11834.087,1
32411,Petroleum refineries,9810.725,1
32541,Pharmaceutical and medicine manufacturing,8856.198,1
32111,Sawmills and wood preservation,8237.329,1
33141,Non-ferrous metal (except aluminum) smelting and refining,7752.917,1
33131,Alumina and aluminum production and processing,6553.657,1
32521,Resin and synthetic rubber manufacturing,5987.195,1
31161,Animal slaughtering and processing,5534.074,1
21239,Other non-metallic mineral mining and quarrying,5468.642,1
32211,Pulp mills,5445.397,1
33361,"Engine, turbine and power transmission equipment manufacturing",5106.938,1
11112,Oilseed (except soybean) farming,4788.211,1
32212,Paper mills,4546.199,1
11114,Wheat farming,4508.256,1
33451,"Navigational, measuring, medical and control instruments manufacturing",4431.223,1
32619,Other plastic product manufacturing,4275.777,1
31122,Starch and vegetable fat and oil manufacturing,4196.91,1
33111,Iron and steel mills and ferro-alloy manufacturing,4110.588,1
33631,Motor vehicle gasoline engine and engine parts manufacturing,3619.491,1
21211,Coal mining,3362.686,1
31171,Seafood product preparation and packaging,3302.511,1
11113,Dry pea and bean farming,3114.735,1
