21111,Oil and gas extraction (except oil sands),84040.431,1
33611,Automobile and light-duty motor vehicle manufacturing,46235.034,1
32411,Petroleum refineries,23231.073,1
21222,Gold and silver ore mining,15312.635,1
33641,Aerospace product and parts manufacturing,11559.793,1
33141,Non-ferrous metal (except aluminum) smelting and refining,11232.628,1
21239,Other non-metallic mineral mining and quarrying,8715.996,1
33131,Alumina and aluminum production and processing,7156.043,1
32211,Pulp mills,6434.914,1
32111,Sawmills and wood preservation,6358.451,1
21211,Coal mining,6344.835,1
32521,Resin and synthetic rubber manufacturing,6336.543,1
11114,Wheat farming,6155.042,1
32212,Paper mills,6081.784,1
11112,Oilseed (except soybean) farming,5632.713,1
32541,Pharmaceutical and medicine manufacturing,5551.684,1
31161,Animal slaughtering and processing,5466.677,1
33111,Iron and steel mills and ferro-alloy manufacturing,5193.99,1
31122,Starch and vegetable fat and oil manufacturing,5184.369,1
33361,"Engine, turbine and power transmission equipment manufacturing",5087.808,1
33451,"Navigational, measuring, medical and control instruments manufacturing",4302.673,1
21221,Iron ore mining,4155.454,1
32518,Other basic inorganic chemical manufacturing,4011.686,1
32619,Other plastic product manufacturing,3835.774,1
33631,Motor vehicle gasoline engine and engine parts manufacturing,3638.386,1
