21111,Oil and gas extraction (except oil sands),103097.484,1
33611,Automobile and light-duty motor vehicle manufacturing,43990.605,1
32411,Petroleum refineries,18516.84,1
21222,Gold and silver ore mining,14982.384,1
33641,Aerospace product and parts manufacturing,13993.568,1
33141,Non-ferrous metal (except aluminum) smelting and refining,9936.95,1
32111,Sawmills and wood preservation,8260.107,1
21239,Other non-metallic mineral mining and quarrying,7557.805,1
32541,Pharmaceutical and medicine manufacturing,7516.49,1
33131,Alumina and aluminum production and processing,7328.507,1
11114,Wheat farming,7203.688,1
32521,Resin and synthetic rubber manufacturing,7193.869,1
32211,Pulp mills,6528.812,1
31161,Animal slaughtering and processing,6217.948,1
32212,Paper mills,5979.045,1
33361,"Engine, turbine and power transmission equipment manufacturing",5402.001,1
11112,Oilseed (except soybean) farming,5314.141,1
33111,Iron and steel mills and ferro-alloy manufacturing,5247.599,1
33451,"Navigational, measuring, medical and control instruments manufacturing",4379.514,1
32619,Other plastic product manufacturing,4245.968,1
31122,Starch and vegetable fat and oil manufacturing,4209.105,1
21221,Iron ore mining,3997.262,1
32519,Other basic organic chemical manufacturing,3830.652,1
21211,Coal mining,3786.49,1
21223,"Copper, nickel, lead and zinc ore mining",3672.877,1
