"industry_code";"industry_name";"year";"exports";"imports";"trade_balance"
32519;"Other basic organic chemical manufacturing";2020;0.0;2901.15;-2901.15
32519;"Other basic organic chemical manufacturing";2021;0.0;4354.22;-4354.22
32519;"Other basic organic chemical manufacturing";2022;0.0;6206.63;-6206.63
32519;"Other basic organic chemical manufacturing";2024;0.0;5758.74;-5758.74
32541;"Pharmaceutical and medicine manufacturing";2002;0.0;2548.74;-2548.74
32561;"Soap and cleaning compound manufacturing";2009;0.0;1807.2;-1807.2
32561;"Soap and cleaning compound manufacturing";2016;0.0;2074.51;-2074.51
32561;"Soap and cleaning compound manufacturing";2017;0.0;2128.78;-2128.78
32561;"Soap and cleaning compound manufacturing";2018;0.0;2124.65;-2124.65
32561;"Soap and cleaning compound manufacturing";2020;0.0;2564.36;-2564.36
32561;"Soap and cleaning compound manufacturing";2021;0.0;2355.86;-2355.86
32561;"Soap and cleaning compound manufacturing";2022;0.0;2655.54;-2655.54
32561;"Soap and cleaning compound manufacturing";2023;0.0;2619.06;-2619.06
32599;"All other chemical product manufacturing";2002;0.0;2097.62;-2097.62
32599;"All other chemical product manufacturing";2003;0.0;2251.75;-2251.75
32599;"All other chemical product manufacturing";2004;0.0;2372.14;-2372.14
32599;"All other chemical product manufacturing";2005;0.0;2586.51;-2586.51
32599;"All other chemical product manufacturing";2006;0.0;2616.99;-2616.99
32599;"All other chemical product manufacturing";2007;0.0;2663.61;-2663.61
32599;"All other chemical product manufacturing";2008;0.0;2588.71;-2588.71
32599;"All other chemical product manufacturing";2009;0.0;2296.38;-2296.38
32599;"All other chemical product manufacturing";2010;0.0;2554.95;-2554.95
32599;"All other chemical product manufacturing";2011;0.0;3173.48;-3173.48
32599;"All other chemical product manufacturing";2012;0.0;2822.1;-2822.1
32599;"All other chemical product manufacturing";2013;0.0;2944.43;-2944.43
32599;"All other chemical product manufacturing";2014;0.0;2791.81;-2791.81
32599;"All other chemical product manufacturing";2015;0.0;2593.52;-2593.52
32599;"All other chemical product manufacturing";2016;0.0;2454.81;-2454.81
32599;"All other chemical product manufacturing";2017;0.0;2503.51;-2503.51
32599;"All other chemical product manufacturing";2018;0.0;2587.49;-2587.49
32599;"All other chemical product manufacturing";2019;0.0;2665.7;-2665.7
32599;"All other chemical product manufacturing";2020;0.0;2417.33;-2417.33
32599;"All other chemical product manufacturing";2021;0.0;2804.8;-2804.8
32599;"All other chemical product manufacturing";2022;0.0;3268.97;-3268.97
32599;"All other chemical product manufacturing";2023;0.0;3302.9;-3302.9
32599;"All other chemical product manufacturing";2024;0.0;3408.43;-3408.43
32619;"Other plastic product manufacturing";2011;0.0;2536.07;-2536.07
33311;"Agricultural implement manufacturing";2008;0.0;2247.86;-2247.86
33311;"Agricultural implement manufacturing";2009;0.0;2191.58;-2191.58
33311;"Agricultural implement manufacturing";2010;0.0;2429.78;-2429.78
33311;"Agricultural implement manufacturing";2011;0.0;2789.28;-2789.28
33311;"Agricultural implement manufacturing";2012;0.0;3484.67;-3484.67
33311;"Agricultural implement manufacturing";2013;0.0;3671.12;-3671.12
33311;"Agricultural implement manufacturing";2014;0.0;3015.33;-3015.33
33311;"Agricultural implement manufacturing";2015;0.0;2363.82;-2363.82
33311;"Agricultural implement manufacturing";2016;0.0;2072.72;-2072.72
33311;"Agricultural implement manufacturing";2017;0.0;2577.43;-2577.43
33311;"Agricultural implement manufacturing";2018;0.0;2849.25;-2849.25
33311;"Agricultural implement manufacturing";2019;0.0;2335.96;-2335.96
33311;"Agricultural implement manufacturing";2020;0.0;2006.97;-2006.97
33311;"Agricultural implement manufacturing";2021;0.0;2635.02;-2635.02
33311;"Agricultural implement manufacturing";2022;0.0;3449.73;-3449.73
33311;"Agricultural implement manufacturing";2023;0.0;3797.99;-3797.99
33311;"Agricultural implement manufacturing";2024;0.0;3671.38;-3671.38
33312;"Construction machinery manufacturing";2003;0.0;1399.05;-1399.05
33312;"Construction machinery manufacturing";2004;0.0;1808.3;-1808.3
33312;"Construction machinery manufacturing";2005;0.0;2401.75;-2401.75
33312;"Construction machinery manufacturing";2006;0.0;2990.88;-2990.88
33312;"Construction machinery manufacturing";2007;0.0;3391.23;-3391.23
33312;"Construction machinery manufacturing";2008;0.0;3969.85;-3969.85
33312;"Construction machinery manufacturing";2009;0.0;2221.32;-2221.32
33312;"Construction machinery manufacturing";2010;0.0;3080.03;-3080.03
33312;"Construction machinery manufacturing";2011;0.0;4208.74;-4208.74
33312;"Construction machinery manufacturing";2012;0.0;4356.99;-4356.99
33312;"Construction machinery manufacturing";2013;0.0;3531.38;-3531.38
33312;"Construction machinery manufacturing";2014;0.0;3552.01;-3552.01
33312;"Construction machinery manufacturing";2015;0.0;2807.13;-2807.13
33312;"Construction machinery manufacturing";2016;0.0;2429.21;-2429.21
33312;"Construction machinery manufacturing";2017;0.0;3230.31;-3230.31
33312;"Construction machinery manufacturing";2018;0.0;3564.76;-3564.76
33312;"Construction machinery manufacturing";2019;0.0;3187.85;-3187.85
33312;"Construction machinery manufacturing";2020;0.0;2312.96;-2312.96
33312;"Construction machinery manufacturing";2021;0.0;3016.99;-3016.99
33312;"Construction machinery manufacturing";2022;0.0;3721.32;-3721.32
33312;"Construction machinery manufacturing";2023;0.0;4203.03;-4203.03
33312;"Construction machinery manufacturing";2024;0.0;3685.47;-3685.47
33324;"Industrial machinery manufacturing";2002;0.0;1603.78;-1603.78
33324;"Industrial machinery manufacturing";2004;0.0;1546.15;-1546.15
33324;"Industrial machinery manufacturing";2013;0.0;2388.89;-2388.89
33324;"Industrial machinery manufacturing";2015;0.0;2257.72;-2257.72
33324;"Industrial machinery manufacturing";2017;0.0;2021.12;-2021.12
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2002;0.0;2213.34;-2213.34
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2003;0.0;2286.62;-2286.62
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2004;0.0;2416.49;-2416.49
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2005;0.0;2575.12;-2575.12
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2006;0.0;2681.34;-2681.34
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2007;0.0;2676.39;-2676.39
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2008;0.0;2717.37;-2717.37
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2009;0.0;2305.11;-2305.11
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2010;0.0;2646.71;-2646.71
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2011;0.0;2833.13;-2833.13
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2012;0.0;3008.37;-3008.37
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2013;0.0;3044.16;-3044.16
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2014;0.0;3194.52;-3194.52
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2015;0.0;2918.17;-2918.17
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2016;0.0;2839.59;-2839.59
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2017;0.0;2860.77;-2860.77
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2018;0.0;3027.11;-3027.11
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2019;0.0;3116.81;-3116.81
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2020;0.0;2763.4;-2763.4
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2021;0.0;3142.64;-3142.64
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2022;0.0;3783.8;-3783.8
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2023;0.0;3829.56;-3829.56
33341;"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing";2024;0.0;3922.94;-3922.94
33392;"Material handling equipment manufacturing";2018;0.0;2249.78;-2249.78
33392;"Material handling equipment manufacturing";2019;0.0;2275.91;-2275.91
33392;"Material handling equipment manufacturing";2021;0.0;2287.91;-2287.91
33392;"Material handling equipment manufacturing";2024;0.0;2761.75;-2761.75
33399;"All other general-purpose machinery manufacturing";2002;0.0;1279.44;-1279.44
33411;"Computer and peripheral equipment manufacturing";2009;0.0;2261.7;-2261.7
33411;"Computer and peripheral equipment manufacturing";2010;0.0;2297.93;-2297.93
33411;"Computer and peripheral equipment manufacturing";2011;0.0;2664.34;-2664.34
33411;"Computer and peripheral equipment manufacturing";2012;0.0;2426.46;-2426.46
33411;"Computer and peripheral equipment manufacturing";2013;0.0;2369.53;-2369.53
33411;"Computer and peripheral equipment manufacturing";2019;0.0;2216.59;-2216.59
33411;"Computer and peripheral equipment manufacturing";2020;0.0;2000.2;-2000.2
33411;"Computer and peripheral equipment manufacturing";2023;0.0;2613.87;-2613.87
33411;"Computer and peripheral equipment manufacturing";2024;0.0;2857.6;-2857.6
33441;"Semiconductor and other electronic component manufacturing";2002;0.0;2259.94;-2259.94
33441;"Semiconductor and other electronic component manufacturing";2003;0.0;1992.0;-1992.0
33441;"Semiconductor and other electronic component manufacturing";2006;0.0;2156.44;-2156.44
33441;"Semiconductor and other electronic component manufacturing";2007;0.0;2006.23;-2006.23
33531;"Electrical equipment manufacturing";2002;0.0;1540.35;-1540.35
33531;"Electrical equipment manufacturing";2003;0.0;1575.92;-1575.92
33531;"Electrical equipment manufacturing";2004;0.0;1691.17;-1691.17
33531;"Electrical equipment manufacturing";2005;0.0;1912.96;-1912.96
33531;"Electrical equipment manufacturing";2006;0.0;2314.28;-2314.28
33531;"Electrical equipment manufacturing";2007;0.0;2504.03;-2504.03
33531;"Electrical equipment manufacturing";2008;0.0;2336.51;-2336.51
33531;"Electrical equipment manufacturing";2009;0.0;1952.75;-1952.75
33531;"Electrical equipment manufacturing";2010;0.0;2116.63;-2116.63
33531;"Electrical equipment manufacturing";2011;0.0;2486.69;-2486.69
33531;"Electrical equipment manufacturing";2012;0.0;2793.7;-2793.7
33531;"Electrical equipment manufacturing";2013;0.0;2680.79;-2680.79
33531;"Electrical equipment manufacturing";2014;0.0;2848.73;-2848.73
33531;"Electrical equipment manufacturing";2015;0.0;2593.5;-2593.5
33531;"Electrical equipment manufacturing";2016;0.0;2267.2;-2267.2
33531;"Electrical equipment manufacturing";2017;0.0;2389.9;-2389.9
33531;"Electrical equipment manufacturing";2018;0.0;2624.44;-2624.44
33531;"Electrical equipment manufacturing";2019;0.0;2816.97;-2816.97
33531;"Electrical equipment manufacturing";2020;0.0;2533.1;-2533.1
33531;"Electrical equipment manufacturing";2021;0.0;2829.49;-2829.49
33531;"Electrical equipment manufacturing";2022;0.0;3313.65;-3313.65
33611;"Automobile and light-duty motor vehicle manufacturing";2005;0.0;16005.03;-16005.03
33612;"Heavy-duty truck manufacturing";2007;0.0;3562.24;-3562.24
33612;"Heavy-duty truck manufacturing";2008;0.0;3068.52;-3068.52
33612;"Heavy-duty truck manufacturing";2009;0.0;2100.83;-2100.83
33612;"Heavy-duty truck manufacturing";2010;0.0;3082.54;-3082.54
33612;"Heavy-duty truck manufacturing";2011;0.0;4151.0;-4151.0
33612;"Heavy-duty truck manufacturing";2012;0.0;4761.56;-4761.56
33612;"Heavy-duty truck manufacturing";2013;0.0;4542.05;-4542.05
33612;"Heavy-duty truck manufacturing";2014;0.0;4355.34;-4355.34
33612;"Heavy-duty truck manufacturing";2015;0.0;4072.67;-4072.67
33612;"Heavy-duty truck manufacturing";2016;0.0;3464.41;-3464.41
33612;"Heavy-duty truck manufacturing";2017;0.0;4302.77;-4302.77
33612;"Heavy-duty truck manufacturing";2018;0.0;5133.13;-5133.13
33612;"Heavy-duty truck manufacturing";2019;0.0;5242.51;-5242.51
33612;"Heavy-duty truck manufacturing";2020;0.0;3814.48;-3814.48
33612;"Heavy-duty truck manufacturing";2021;0.0;4457.85;-4457.85
33612;"Heavy-duty truck manufacturing";2022;0.0;5408.24;-5408.24
33612;"Heavy-duty truck manufacturing";2023;0.0;6272.62;-6272.62
33621;"Motor vehicle body and trailer manufacturing";2005;0.0;1943.76;-1943.76
33621;"Motor vehicle body and trailer manufacturing";2006;0.0;2517.49;-2517.49
33621;"Motor vehicle body and trailer manufacturing";2007;0.0;2802.61;-2802.61
33621;"Motor vehicle body and trailer manufacturing";2008;0.0;2710.53;-2710.53
33621;"Motor vehicle body and trailer manufacturing";2010;0.0;2441.24;-2441.24
33621;"Motor vehicle body and trailer manufacturing";2011;0.0;2781.31;-2781.31
33621;"Motor vehicle body and trailer manufacturing";2012;0.0;3251.12;-3251.12
33621;"Motor vehicle body and trailer manufacturing";2013;0.0;3470.15;-3470.15
33621;"Motor vehicle body and trailer manufacturing";2014;0.0;3310.31;-3310.31
33621;"Motor vehicle body and trailer manufacturing";2015;0.0;2591.42;-2591.42
33621;"Motor vehicle body and trailer manufacturing";2016;0.0;2312.4;-2312.4
33621;"Motor vehicle body and trailer manufacturing";2017;0.0;2647.76;-2647.76
33621;"Motor vehicle body and trailer manufacturing";2018;0.0;3176.78;-3176.78
33621;"Motor vehicle body and trailer manufacturing";2019;0.0;2696.66;-2696.66
33621;"Motor vehicle body and trailer manufacturing";2021;0.0;3129.09;-3129.09
33621;"Motor vehicle body and trailer manufacturing";2022;0.0;4092.86;-4092.86
33621;"Motor vehicle body and trailer manufacturing";2023;0.0;3056.52;-3056.52
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2002;0.0;5571.65;-5571.65
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2003;0.0;5618.37;-5618.37
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2005;0.0;5880.62;-5880.62
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2008;0.0;5603.24;-5603.24
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2009;0.0;3567.56;-3567.56
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2011;0.0;4741.61;-4741.61
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2013;0.0;5026.62;-5026.62
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2014;0.0;4817.27;-4817.27
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2018;0.0;4496.61;-4496.61
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2019;0.0;4455.44;-4455.44
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2020;0.0;3888.9;-3888.9
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2021;0.0;3614.81;-3614.81
33631;"Motor vehicle gasoline engine and engine parts manufacturing";2022;0.0;3674.19;-3674.19
33632;"Motor vehicle electrical and electronic equipment manufacturing";2002;0.0;1549.81;-1549.81
33633;"Motor vehicle steering and suspension components (except spring) manufacturing";2002;0.0;1917.55;-1917.55
33633;"Motor vehicle steering and suspension components (except spring) manufacturing";2003;0.0;1950.78;-1950.78
33633;"Motor vehicle steering and suspension components (except spring) manufacturing";2004;0.0;2133.29;-2133.29
33633;"Motor vehicle steering and suspension components (except spring) manufacturing";2005;0.0;2041.41;-2041.41
33633;"Motor vehicle steering and suspension components (except spring) manufacturing";2016;0.0;2064.17;-2064.17
33635;"Motor vehicle transmission and power train parts manufacturing";2004;0.0;4805.08;-4805.08
33635;"Motor vehicle transmission and power train parts manufacturing";2006;0.0;4939.3;-4939.3
33635;"Motor vehicle transmission and power train parts manufacturing";2007;0.0;4777.8;-4777.8
33635;"Motor vehicle transmission and power train parts manufacturing";2008;0.0;3999.23;-3999.23
33635;"Motor vehicle transmission and power train parts manufacturing";2009;0.0;2454.58;-2454.58
33635;"Motor vehicle transmission and power train parts manufacturing";2010;0.0;3484.41;-3484.41
33635;"Motor vehicle transmission and power train parts manufacturing";2011;0.0;3581.11;-3581.11
33635;"Motor vehicle transmission and power train parts manufacturing";2012;0.0;3475.0;-3475.0
33635;"Motor vehicle transmission and power train parts manufacturing";2013;0.0;3748.46;-3748.46
33635;"Motor vehicle transmission and power train parts manufacturing";2014;0.0;3256.32;-3256.32
33635;"Motor vehicle transmission and power train parts manufacturing";2015;0.0;2882.51;-2882.51
33635;"Motor vehicle transmission and power train parts manufacturing";2016;0.0;3001.28;-3001.28
33635;"Motor vehicle transmission and power train parts manufacturing";2017;0.0;3325.42;-3325.42
33635;"Motor vehicle transmission and power train parts manufacturing";2018;0.0;3519.96;-3519.96
33635;"Motor vehicle transmission and power train parts manufacturing";2019;0.0;3375.69;-3375.69
33635;"Motor vehicle transmission and power train parts manufacturing";2020;0.0;2023.03;-2023.03
33635;"Motor vehicle transmission and power train parts manufacturing";2022;0.0;2596.16;-2596.16
33635;"Motor vehicle transmission and power train parts manufacturing";2023;0.0;3320.47;-3320.47
33635;"Motor vehicle transmission and power train parts manufacturing";2024;0.0;2977.49;-2977.49
33637;"Motor vehicle metal stamping";2003;0.0;1422.1;-1422.1
33639;"Other motor vehicle parts manufacturing";2008;0.0;7695.15;-7695.15
33639;"Other motor vehicle parts manufacturing";2009;0.0;5528.78;-5528.78
33639;"Other motor vehicle parts manufacturing";2010;0.0;7347.46;-7347.46
33639;"Other motor vehicle parts manufacturing";2011;0.0;8182.3;-8182.3
33639;"Other motor vehicle parts manufacturing";2012;0.0;8618.49;-8618.49
33639;"Other motor vehicle parts manufacturing";2013;0.0;8495.61;-8495.61
33639;"Other motor vehicle parts manufacturing";2014;0.0;8527.51;-8527.51
33639;"Other motor vehicle parts manufacturing";2015;0.0;8199.6;-8199.6
33639;"Other motor vehicle parts manufacturing";2016;0.0;8584.28;-8584.28
33639;"Other motor vehicle parts manufacturing";2017;0.0;8400.03;-8400.03
33639;"Other motor vehicle parts manufacturing";2018;0.0;8202.58;-8202.58
33639;"Other motor vehicle parts manufacturing";2019;0.0;8177.02;-8177.02
33639;"Other motor vehicle parts manufacturing";2020;0.0;6107.36;-6107.36
33639;"Other motor vehicle parts manufacturing";2021;0.0;6159.14;-6159.14
33639;"Other motor vehicle parts manufacturing";2022;0.0;7198.0;-7198.0
33639;"Other motor vehicle parts manufacturing";2023;0.0;8873.13;-8873.13
33639;"Other motor vehicle parts manufacturing";2024;0.0;8351.96;-8351.96
33911;"Medical equipment and supplies manufacturing";2004;0.0;1463.89;-1463.89
33911;"Medical equipment and supplies manufacturing";2009;0.0;2067.76;-2067.76
33911;"Medical equipment and supplies manufacturing";2010;0.0;2198.19;-2198.19
33911;"Medical equipment and supplies manufacturing";2012;0.0;2563.62;-2563.62
33911;"Medical equipment and supplies manufacturing";2013;0.0;2503.23;-2503.23
33911;"Medical equipment and supplies manufacturing";2014;0.0;2525.87;-2525.87
33911;"Medical equipment and supplies manufacturing";2015;0.0;2416.58;-2416.58
33911;"Medical equipment and supplies manufacturing";2016;0.0;2253.58;-2253.58
33911;"Medical equipment and supplies manufacturing";2017;0.0;2285.84;-2285.84
33911;"Medical equipment and supplies manufacturing";2018;0.0;2398.63;-2398.63
33911;"Medical equipment and supplies manufacturing";2019;0.0;2379.22;-2379.22
33911;"Medical equipment and supplies manufacturing";2020;0.0;2291.11;-2291.11
33911;"Medical equipment and supplies manufacturing";2021;0.0;2596.39;-2596.39
33911;"Medical equipment and supplies manufacturing";2022;0.0;2645.27;-2645.27
33911;"Medical equipment and supplies manufacturing";2023;0.0;2763.73;-2763.73
33911;"Medical equipment and supplies manufacturing";2024;0.0;2750.73;-2750.73
41811;"Recyclable metal merchant wholesalers";2006;0.0;1980.58;-1980.58
41811;"Recyclable metal merchant wholesalers";2007;0.0;2563.03;-2563.03
41811;"Recyclable metal merchant wholesalers";2008;0.0;3479.97;-3479.97
41811;"Recyclable metal merchant wholesalers";2009;0.0;2351.98;-2351.98
41811;"Recyclable metal merchant wholesalers";2010;0.0;2745.69;-2745.69
41811;"Recyclable metal merchant wholesalers";2012;0.0;2574.33;-2574.33
41811;"Recyclable metal merchant wholesalers";2019;0.0;2388.41;-2388.41
41811;"Recyclable metal merchant wholesalers";2020;0.0;3350.58;-3350.58
41811;"Recyclable metal merchant wholesalers";2021;0.0;4201.31;-4201.31
41811;"Recyclable metal merchant wholesalers";2023;0.0;4740.24;-4740.24
41811;"Recyclable metal merchant wholesalers";2024;0.0;5809.93;-5809.93
