21111,Oil and gas extraction (except oil sands),95437.517,1
33611,Automobile and light-duty motor vehicle manufacturing,33981.919,1
32411,Petroleum refineries,20823.311,1
33141,Non-ferrous metal (except aluminum) smelting and refining,12390.05,1
33641,Aerospace product and parts manufacturing,10936.261,1
32212,Paper mills,9581.406,1
33131,Alumina and aluminum production and processing,9337.298,1
21239,Other non-metallic mineral mining and quarrying,9032.824,1
21222,Gold and silver ore mining,7676.704,1
32521,Resin and synthetic rubber manufacturing,6655.244,1
11114,Wheat farming,6557.537,1
32211,Pulp mills,6556.522,1
33111,Iron and steel mills and ferro-alloy manufacturing,6520.025,1
32541,Pharmaceutical and medicine manufacturing,6348.973,1
21211,Coal mining,5788.788,1
32111,Sawmills and wood preservation,5679.942,1
33361,"Engine, turbine and power transmission equipment manufacturing",5048.104,1
31161,Animal slaughtering and processing,4783.198,1
11112,Oilseed (except soybean) farming,4333.856,1
33451,"Navigational, measuring, medical and control instruments manufacturing",4189.271,1
32518,Other basic inorganic chemical manufacturing,4045.51,1
32619,Other plastic product manufacturing,3966.451,1
33411,Computer and peripheral equipment manufacturing,3768.905,1
33422,Radio and television broadcasting and wireless communications equipment manufacturing,3707.229,1
33324,Industrial machinery manufacturing,3584.78,1
