21111,Oil and gas extraction (except oil sands),140020.65,1
33611,Automobile and light-duty motor vehicle manufacturing,29762.031,1
32411,Petroleum refineries,24851.501,1
21222,Gold and silver ore mining,18327.259,1
21239,Other non-metallic mineral mining and quarrying,15333.005,1
33641,Aerospace product and parts manufacturing,11961.782,1
32541,Pharmaceutical and medicine manufacturing,11671.424,1
33131,Alumina and aluminum production and processing,11619.494,1
32111,Sawmills and wood preservation,11318.13,1
21211,Coal mining,10792.564,1
33141,Non-ferrous metal (except aluminum) smelting and refining,10668.479,1
31161,Animal slaughtering and processing,8704.064,1
33111,Iron and steel mills and ferro-alloy manufacturing,8524.688,1
31122,Starch and vegetable fat and oil manufacturing,8057.287,1
11114,Wheat farming,7960.177,1
32521,Resin and synthetic rubber manufacturing,7722.094,1
21221,Iron ore mining,6758.515,1
32211,Pulp mills,6539.149,1
32121,"Veneer, plywood and engineered wood product manufacturing",5972.335,1
32619,Other plastic product manufacturing,5814.865,1
33361,"Engine, turbine and power transmission equipment manufacturing",5470.423,1
33991,Jewellery and silverware manufacturing,5230.62,1
33451,"Navigational, measuring, medical and control instruments manufacturing",5191.986,1
32212,Paper mills,4867.578,1
41811,Recyclable metal merchant wholesalers,4828.129,1
