21111,Oil and gas extraction (except oil sands),51762.784,1
33611,Automobile and light-duty motor vehicle manufacturing,23391.502,1
32411,Petroleum refineries,12974.562,1
33641,Aerospace product and parts manufacturing,10881.235,1
21222,Gold and silver ore mining,7308.898,1
32212,Paper mills,7055.56,1
33141,Non-ferrous metal (except aluminum) smelting and refining,6671.119,1
32541,Pharmaceutical and medicine manufacturing,6627.762,1
33131,Alumina and aluminum production and processing,5522.561,1
21239,Other non-metallic mineral mining and quarrying,5278.639,1
11114,Wheat farming,5274.149,1
32211,Pulp mills,4446.426,1
21211,Coal mining,4353.32,1
32521,Resin and synthetic rubber manufacturing,4187.915,1
31161,Animal slaughtering and processing,4114.399,1
33361,"Engine, turbine and power transmission equipment manufacturing",4015.548,1
32111,Sawmills and wood preservation,3945.952,1
11112,Oilseed (except soybean) farming,3481.919,1
33451,"Navigational, measuring, medical and control instruments manufacturing",3436.946,1
33111,Iron and steel mills and ferro-alloy manufacturing,3259.667,1
33324,Industrial machinery manufacturing,3010.415,1
21221,Iron ore mining,2950.631,1
33422,Radio and television broadcasting and wireless communications equipment manufacturing,2881.135,1
32518,Other basic inorganic chemical manufacturing,2871.086,1
32619,Other plastic product manufacturing,2799.932,1
